Id,Tag
235,O
236,O
237,O
238,O
239,O
240,O
241,O
242,O
243,O
244,O
245,O
246,O
247,O
248,O
249,O
250,O
251,O
252,O
253,O
254,O
255,O
256,O
257,B-ORGANIZACAO
258,I-ORGANIZACAO
259,O
260,O
261,O
262,O
263,O
264,O
265,O
266,O
267,O
268,O
269,O
270,O
271,O
272,O
273,O
274,O
275,O
276,O
277,O
278,O
279,O
280,O
281,O
282,O
283,O
284,O
285,O
286,O
287,O
288,O
289,O
290,O
291,O
292,O
293,O
294,O
295,O
296,O
297,O
298,O
299,O
300,B-PESSOA
301,I-PESSOA
302,I-PESSOA
303,I-PESSOA
304,O
305,O
306,O
307,O
308,O
309,O
310,O
311,O
312,O
313,O
314,O
315,O
316,O
317,O
318,O
319,O
320,O
321,O
322,B-ORGANIZACAO
323,I-ORGANIZACAO
324,I-ORGANIZACAO
325,O
326,O
327,O
328,O
329,O
330,O
331,O
332,O
333,O
334,O
335,O
336,O
337,O
338,O
339,O
340,O
341,O
342,O
343,O
344,O
345,O
346,O
347,O
348,O
349,O
350,O
351,O
352,O
353,O
354,O
355,O
356,O
357,O
358,O
359,O
360,O
361,O
362,O
363,O
364,O
365,O
366,O
367,O
368,O
369,O
370,O
371,O
372,O
373,O
374,O
375,O
376,B-ORGANIZACAO
377,I-ORGANIZACAO
378,O
379,O
380,O
381,O
382,O
383,O
384,O
385,O
386,O
387,O
388,O
389,O
390,O
391,O
392,O
393,O
394,O
395,O
396,O
397,O
398,O
399,O
400,O
401,O
402,O
403,O
404,O
405,O
406,O
407,O
408,O
409,O
410,O
411,O
412,O
413,O
414,B-LEGISLACAO
415,I-LEGISLACAO
416,I-LEGISLACAO
417,O
418,O
419,O
420,O
421,O
422,O
423,O
424,O
425,O
426,O
427,O
428,O
429,O
430,O
431,O
432,O
433,O
434,O
435,B-TEMPO
436,O
437,O
438,O
439,O
440,O
441,O
442,O
443,O
444,O
445,O
446,O
447,O
448,B-PESSOA
449,I-PESSOA
450,I-PESSOA
451,O
452,O
453,O
454,O
455,O
456,O
457,O
458,O
459,O
460,O
461,O
462,O
463,O
464,O
465,O
466,O
467,B-JURISPRUDENCIA
468,I-JURISPRUDENCIA
469,O
470,B-ORGANIZACAO
471,O
472,B-PESSOA
473,I-PESSOA
474,B-JURISPRUDENCIA
475,I-JURISPRUDENCIA
476,O
477,O
478,O
479,O
480,O
481,O
482,O
483,O
484,O
485,O
486,B-TEMPO
487,O
488,O
489,O
490,O
491,O
492,O
493,O
494,O
495,O
496,O
497,O
498,O
499,O
500,B-PESSOA
501,I-PESSOA
502,I-PESSOA
503,I-PESSOA
504,I-PESSOA
505,O
506,O
507,O
508,O
509,O
510,O
511,O
512,O
513,O
514,O
515,O
516,O
517,O
518,O
519,O
520,O
521,O
522,O
523,O
524,O
525,O
526,O
527,O
528,O
529,O
530,O
531,O
532,O
533,O
534,O
535,O
536,O
537,O
538,O
539,O
540,O
541,O
542,O
543,O
544,O
545,O
546,O
547,O
548,O
549,O
550,O
551,O
552,O
553,O
554,O
555,O
556,O
557,O
558,O
559,O
560,O
561,O
562,O
563,O
564,O
565,O
566,O
567,O
568,O
569,O
570,O
571,O
572,O
573,O
574,O
575,O
576,O
577,O
578,O
579,O
580,O
581,O
582,O
583,O
584,O
585,O
586,O
587,O
588,O
589,O
590,O
591,O
592,O
593,B-LEGISLACAO
594,I-LEGISLACAO
595,I-LEGISLACAO
596,I-LEGISLACAO
597,I-LEGISLACAO
598,I-LEGISLACAO
599,O
600,O
601,O
602,O
603,O
604,O
605,O
606,O
607,O
608,O
609,B-ORGANIZACAO
610,O
611,O
612,O
613,O
614,O
615,O
616,O
617,O
618,O
619,O
620,O
621,O
622,O
623,O
624,O
625,O
626,O
627,O
628,O
629,O
630,O
631,O
632,O
633,O
634,O
635,O
636,O
637,O
638,O
639,O
640,O
641,O
642,O
643,O
644,O
645,O
646,O
647,O
648,O
649,O
650,O
651,O
652,O
653,O
654,O
655,O
656,O
657,O
658,O
659,O
660,O
661,O
662,O
663,O
664,O
665,O
666,O
667,O
668,O
669,O
670,O
671,O
672,O
673,O
674,O
675,O
676,O
677,O
678,O
679,O
680,O
681,O
682,O
683,O
684,O
685,O
686,O
687,O
688,O
689,O
690,O
691,O
692,O
693,O
694,O
695,O
696,O
697,O
698,O
699,O
700,O
701,O
702,O
703,O
704,O
705,O
706,O
707,O
708,O
709,B-ORGANIZACAO
710,O
711,O
712,O
713,O
714,O
715,O
716,O
717,O
718,O
719,O
720,O
721,O
722,O
723,B-ORGANIZACAO
724,O
725,O
726,O
727,O
728,O
729,O
730,O
731,O
732,O
733,O
734,O
735,O
736,O
737,O
738,O
739,O
740,B-JURISPRUDENCIA
741,I-JURISPRUDENCIA
742,I-JURISPRUDENCIA
743,I-JURISPRUDENCIA
744,O
745,B-ORGANIZACAO
746,O
747,O
748,O
749,O
750,O
751,O
752,O
753,O
754,O
755,O
756,O
757,O
758,O
759,O
760,O
761,O
762,O
763,O
764,O
765,O
766,O
767,O
768,O
769,O
770,O
771,O
772,O
773,O
774,O
775,O
776,O
777,O
778,B-ORGANIZACAO
779,I-ORGANIZACAO
780,I-ORGANIZACAO
781,I-ORGANIZACAO
782,I-ORGANIZACAO
783,I-ORGANIZACAO
784,I-ORGANIZACAO
785,I-ORGANIZACAO
786,O
787,B-JURISPRUDENCIA
788,I-JURISPRUDENCIA
789,O
790,O
791,O
792,O
793,O
794,O
795,O
796,O
797,O
798,O
799,O
800,O
801,O
802,O
803,O
804,O
805,O
806,O
807,O
808,O
809,O
810,O
811,O
812,O
813,O
814,O
815,O
816,O
817,O
818,O
819,O
820,B-TEMPO
821,O
822,O
823,O
824,O
825,O
826,O
827,O
828,O
829,O
830,B-ORGANIZACAO
831,O
832,O
833,O
834,O
835,O
836,O
837,O
838,O
839,O
840,O
841,O
842,O
843,O
844,O
845,O
846,O
847,O
848,O
849,O
850,O
851,O
852,O
853,O
854,O
855,O
856,O
857,O
858,O
859,O
860,O
861,O
862,O
863,O
864,O
865,O
866,O
867,O
868,O
869,O
870,O
871,O
872,O
873,O
874,O
875,O
876,O
877,O
878,O
879,O
880,O
881,O
882,O
883,O
884,O
885,O
886,O
887,O
888,O
889,O
890,O
891,O
892,O
893,O
894,O
895,O
896,O
897,O
898,O
899,O
900,O
901,O
902,O
903,O
904,O
905,O
906,O
907,O
908,O
909,O
910,O
911,O
912,O
913,O
914,O
915,O
916,O
917,O
918,O
919,O
920,O
921,O
922,O
923,O
924,O
925,O
926,O
927,O
928,O
929,O
930,O
931,O
932,O
933,O
934,O
935,O
936,O
937,O
938,O
939,O
940,O
941,O
942,O
943,O
944,O
945,O
946,O
947,O
948,O
949,O
950,O
951,O
952,O
953,O
954,O
955,O
956,O
957,O
958,O
959,O
960,O
961,O
962,O
963,O
964,B-LEGISLACAO
965,I-LEGISLACAO
966,I-LEGISLACAO
967,I-LEGISLACAO
968,I-LEGISLACAO
969,I-LEGISLACAO
970,I-LEGISLACAO
971,I-LEGISLACAO
972,I-LEGISLACAO
973,O
974,O
975,O
976,O
977,O
978,O
979,O
980,O
981,O
982,O
983,O
984,O
985,O
986,O
987,O
988,O
989,O
990,O
991,O
992,B-ORGANIZACAO
993,O
994,O
995,O
996,O
997,O
998,O
999,O
1000,O
1001,O
1002,O
1003,B-JURISPRUDENCIA
1004,I-JURISPRUDENCIA
1005,O
1006,B-JURISPRUDENCIA
1007,O
1008,B-JURISPRUDENCIA
1009,O
1010,B-JURISPRUDENCIA
1011,O
1012,O
1013,B-ORGANIZACAO
1014,O
1015,O
1016,O
1017,O
1018,O
1019,O
1020,O
1021,O
1022,O
1023,O
1024,O
1025,O
1026,O
1027,O
1028,O
1029,O
1030,O
1031,O
1032,O
1033,O
1034,O
1035,O
1036,O
1037,O
1038,O
1039,O
1040,O
1041,O
1042,O
1043,O
1044,O
1045,O
1046,O
1047,O
1048,O
1049,O
1050,O
1051,O
1052,O
1053,O
1054,O
1055,O
1056,O
1057,O
1058,O
1059,O
1060,O
1061,O
1062,O
1063,O
1064,O
1065,O
1066,O
1067,O
1068,O
1069,O
1070,O
1071,O
1072,O
1073,O
1074,O
1075,O
1076,O
1077,O
1078,O
1079,O
1080,O
1081,O
1082,O
1083,O
1084,O
1085,O
1086,O
1087,O
1088,O
1089,O
1090,O
1091,O
1092,O
1093,O
1094,O
1095,O
1096,O
1097,O
1098,O
1099,O
1100,O
1101,O
1102,O
1103,O
1104,O
1105,O
1106,O
1107,O
1108,O
1109,O
1110,O
1111,O
1112,O
1113,O
1114,O
1115,O
1116,O
1117,O
1118,O
1119,O
1120,O
1121,O
1122,B-JURISPRUDENCIA
1123,I-JURISPRUDENCIA
1124,O
1125,B-ORGANIZACAO
1126,O
1127,B-ORGANIZACAO
1128,O
1129,O
1130,O
1131,O
1132,B-ORGANIZACAO
1133,O
1134,O
1135,O
1136,O
1137,O
1138,O
1139,O
1140,O
1141,O
1142,B-ORGANIZACAO
1143,I-ORGANIZACAO
1144,I-ORGANIZACAO
1145,O
1146,O
1147,O
1148,O
1149,O
1150,O
1151,O
1152,O
1153,O
1154,O
1155,O
1156,O
1157,O
1158,O
1159,O
1160,O
1161,O
1162,O
1163,O
1164,O
1165,O
1166,O
1167,O
1168,O
1169,O
1170,O
1171,O
1172,O
1173,O
1174,O
1175,O
1176,O
1177,B-ORGANIZACAO
1178,O
1179,B-ORGANIZACAO
1180,I-ORGANIZACAO
1181,I-ORGANIZACAO
1182,I-ORGANIZACAO
1183,I-ORGANIZACAO
1184,O
1185,B-ORGANIZACAO
1186,O
1187,O
1188,O
1189,O
1190,O
1191,O
1192,O
1193,O
1194,O
1195,O
1196,O
1197,O
1198,O
1199,O
1200,O
1201,O
1202,O
1203,O
1204,O
1205,O
1206,O
1207,O
1208,O
1209,O
1210,O
1211,O
1212,O
1213,O
1214,O
1215,O
1216,O
1217,O
1218,O
1219,O
1220,O
1221,O
1222,O
1223,O
1224,O
1225,O
1226,O
1227,O
1228,O
1229,O
1230,O
1231,O
1232,O
1233,O
1234,O
1235,O
1236,O
1237,O
1238,O
1239,O
1240,O
1241,O
1242,O
1243,O
1244,O
1245,O
1246,O
1247,O
1248,O
1249,O
1250,O
1251,O
1252,O
1253,O
1254,O
1255,O
1256,O
1257,O
1258,O
1259,O
1260,O
1261,O
1262,O
1263,O
1264,O
1265,O
1266,O
1267,O
1268,O
1269,O
1270,O
1271,O
1272,O
1273,O
1274,O
1275,O
1276,O
1277,O
1278,O
1279,O
1280,O
1281,O
1282,O
1283,O
1284,O
1285,O
1286,O
1287,O
1288,O
1289,O
1290,O
1291,O
1292,O
1293,O
1294,O
1295,O
1296,O
1297,O
1298,O
1299,O
1300,O
1301,O
1302,O
1303,O
1304,O
1305,O
1306,O
1307,O
1308,O
1309,O
1310,O
1311,O
1312,O
1313,O
1314,O
1315,O
1316,O
1317,O
1318,O
1319,O
1320,O
1321,O
1322,O
1323,O
1324,O
1325,O
1326,O
1327,O
1328,O
1329,O
1330,O
1331,O
1332,O
1333,O
1334,O
1335,O
1336,O
1337,O
1338,O
1339,O
1340,O
1341,O
1342,O
1343,O
1344,O
1345,O
1346,O
1347,O
1348,O
1349,O
1350,O
1351,O
1352,O
1353,O
1354,O
1355,O
1356,O
1357,O
1358,O
1359,O
1360,O
1361,O
1362,O
1363,O
1364,O
1365,O
1366,O
1367,O
1368,O
1369,O
1370,O
1371,O
1372,O
1373,O
1374,O
1375,O
1376,O
1377,B-PESSOA
1378,I-PESSOA
1379,O
1380,O
1381,B-ORGANIZACAO
1382,I-ORGANIZACAO
1383,I-ORGANIZACAO
1384,I-ORGANIZACAO
1385,I-ORGANIZACAO
1386,O
1387,O
1388,B-PESSOA
1389,I-PESSOA
1390,I-PESSOA
1391,O
1392,B-ORGANIZACAO
1393,O
1394,O
1395,O
1396,O
1397,O
1398,B-PESSOA
1399,I-PESSOA
1400,I-PESSOA
1401,I-PESSOA
1402,I-PESSOA
1403,I-PESSOA
1404,O
1405,B-ORGANIZACAO
1406,O
1407,O
1408,O
1409,O
1410,O
1411,B-PESSOA
1412,I-PESSOA
1413,I-PESSOA
1414,I-PESSOA
1415,I-PESSOA
1416,O
1417,B-ORGANIZACAO
1418,O
1419,O
1420,O
1421,O
1422,O
1423,B-PESSOA
1424,I-PESSOA
1425,I-PESSOA
1426,O
1427,B-ORGANIZACAO
1428,O
1429,O
1430,O
1431,O
1432,O
1433,B-ORGANIZACAO
1434,I-ORGANIZACAO
1435,I-ORGANIZACAO
1436,I-ORGANIZACAO
1437,I-ORGANIZACAO
1438,I-ORGANIZACAO
1439,I-ORGANIZACAO
1440,I-ORGANIZACAO
1441,O
1442,O
1443,B-PESSOA
1444,I-PESSOA
1445,I-PESSOA
1446,I-PESSOA
1447,O
1448,B-ORGANIZACAO
1449,O
1450,O
1451,O
1452,O
1453,O
1454,B-PESSOA
1455,I-PESSOA
1456,I-PESSOA
1457,O
1458,B-ORGANIZACAO
1459,O
1460,O
1461,O
1462,O
1463,O
1464,O
1465,O
1466,O
1467,O
1468,O
1469,O
1470,O
1471,O
1472,O
1473,O
1474,O
1475,O
1476,O
1477,O
1478,O
1479,O
1480,O
1481,O
1482,O
1483,O
1484,O
1485,O
1486,O
1487,O
1488,O
1489,O
1490,O
1491,O
1492,O
1493,O
1494,O
1495,B-LEGISLACAO
1496,I-LEGISLACAO
1497,I-LEGISLACAO
1498,I-LEGISLACAO
1499,I-LEGISLACAO
1500,I-LEGISLACAO
1501,I-LEGISLACAO
1502,I-LEGISLACAO
1503,I-LEGISLACAO
1504,O
1505,O
1506,O
1507,O
1508,O
1509,O
1510,O
1511,O
1512,O
1513,O
1514,O
1515,O
1516,O
1517,O
1518,O
1519,O
1520,O
1521,O
1522,O
1523,O
1524,O
1525,O
1526,O
1527,O
1528,O
1529,O
1530,O
1531,O
1532,O
1533,O
1534,O
1535,O
1536,O
1537,O
1538,B-LOCAL
1539,I-LOCAL
1540,I-LOCAL
1541,B-ORGANIZACAO
1542,I-ORGANIZACAO
1543,I-ORGANIZACAO
1544,O
1545,O
1546,O
1547,B-LOCAL
1548,I-LOCAL
1549,I-LOCAL
1550,I-LOCAL
1551,O
1552,O
1553,O
1554,B-LOCAL
1555,I-LOCAL
1556,O
1557,O
1558,O
1559,O
1560,O
1561,O
1562,O
1563,O
1564,B-LOCAL
1565,I-LOCAL
1566,O
1567,O
1568,O
1569,O
1570,O
1571,B-JURISPRUDENCIA
1572,I-JURISPRUDENCIA
1573,I-JURISPRUDENCIA
1574,O
1575,O
1576,O
1577,O
1578,O
1579,O
1580,O
1581,O
1582,O
1583,O
1584,O
1585,B-LOCAL
1586,I-LOCAL
1587,I-LOCAL
1588,B-ORGANIZACAO
1589,I-ORGANIZACAO
1590,I-ORGANIZACAO
1591,O
1592,O
1593,O
1594,B-LOCAL
1595,I-LOCAL
1596,I-LOCAL
1597,I-LOCAL
1598,O
1599,O
1600,O
1601,B-LOCAL
1602,I-LOCAL
1603,O
1604,O
1605,O
1606,O
1607,O
1608,O
1609,O
1610,O
1611,B-LOCAL
1612,I-LOCAL
1613,O
1614,O
1615,O
1616,O
1617,O
1618,B-JURISPRUDENCIA
1619,I-JURISPRUDENCIA
1620,I-JURISPRUDENCIA
1621,O
1622,O
1623,O
1624,O
1625,O
1626,O
1627,O
1628,O
1629,B-JURISPRUDENCIA
1630,I-JURISPRUDENCIA
1631,I-JURISPRUDENCIA
1632,I-JURISPRUDENCIA
1633,O
1634,O
1635,O
1636,B-ORGANIZACAO
1637,I-ORGANIZACAO
1638,I-ORGANIZACAO
1639,I-ORGANIZACAO
1640,I-ORGANIZACAO
1641,I-ORGANIZACAO
1642,I-ORGANIZACAO
1643,I-ORGANIZACAO
1644,I-ORGANIZACAO
1645,I-ORGANIZACAO
1646,I-ORGANIZACAO
1647,O
1648,O
1649,O
1650,O
1651,O
1652,O
1653,O
1654,O
1655,O
1656,O
1657,O
1658,O
1659,O
1660,O
1661,O
1662,O
1663,O
1664,O
1665,O
1666,O
1667,O
1668,O
1669,O
1670,O
1671,O
1672,O
1673,O
1674,O
1675,O
1676,B-ORGANIZACAO
1677,I-ORGANIZACAO
1678,I-ORGANIZACAO
1679,I-ORGANIZACAO
1680,I-ORGANIZACAO
1681,I-ORGANIZACAO
1682,I-ORGANIZACAO
1683,I-ORGANIZACAO
1684,O
1685,O
1686,O
1687,O
1688,O
1689,O
1690,O
1691,O
1692,O
1693,O
1694,O
1695,O
1696,O
1697,O
1698,O
1699,O
1700,O
1701,O
1702,O
1703,O
1704,O
1705,B-ORGANIZACAO
1706,I-ORGANIZACAO
1707,I-ORGANIZACAO
1708,I-ORGANIZACAO
1709,I-ORGANIZACAO
1710,I-ORGANIZACAO
1711,I-ORGANIZACAO
1712,I-ORGANIZACAO
1713,O
1714,O
1715,O
1716,O
1717,O
1718,O
1719,O
1720,O
1721,O
1722,O
1723,O
1724,O
1725,O
1726,O
1727,B-LEGISLACAO
1728,I-LEGISLACAO
1729,I-LEGISLACAO
1730,I-LEGISLACAO
1731,I-LEGISLACAO
1732,I-LEGISLACAO
1733,I-LEGISLACAO
1734,I-LEGISLACAO
1735,O
1736,O
1737,O
1738,O
1739,O
1740,O
1741,O
1742,O
1743,O
1744,B-TEMPO
1745,I-TEMPO
1746,I-TEMPO
1747,O
1748,O
1749,O
1750,O
1751,O
1752,B-LOCAL
1753,I-LOCAL
1754,I-LOCAL
1755,B-ORGANIZACAO
1756,I-ORGANIZACAO
1757,I-ORGANIZACAO
1758,O
1759,O
1760,O
1761,B-LOCAL
1762,I-LOCAL
1763,I-LOCAL
1764,I-LOCAL
1765,O
1766,O
1767,O
1768,B-LOCAL
1769,I-LOCAL
1770,O
1771,O
1772,O
1773,O
1774,O
1775,O
1776,O
1777,O
1778,B-LOCAL
1779,I-LOCAL
1780,O
1781,O
1782,O
1783,O
1784,O
1785,B-JURISPRUDENCIA
1786,I-JURISPRUDENCIA
1787,I-JURISPRUDENCIA
1788,O
1789,O
1790,O
1791,O
1792,O
1793,O
1794,O
1795,O
1796,O
1797,O
1798,O
1799,O
1800,O
1801,O
1802,O
1803,O
1804,O
1805,O
1806,O
1807,O
1808,O
1809,O
1810,O
1811,O
1812,O
1813,O
1814,O
1815,O
1816,O
1817,O
1818,O
1819,O
1820,O
1821,O
1822,O
1823,O
1824,O
1825,O
1826,O
1827,O
1828,O
1829,O
1830,O
1831,O
1832,O
1833,O
1834,O
1835,O
1836,O
1837,O
1838,O
1839,O
1840,O
1841,O
1842,O
1843,O
1844,O
1845,O
1846,O
1847,O
1848,O
1849,O
1850,O
1851,O
1852,O
1853,O
1854,O
1855,O
1856,O
1857,O
1858,O
1859,O
1860,O
1861,O
1862,O
1863,O
1864,O
1865,O
1866,O
1867,O
1868,O
1869,O
1870,O
1871,O
1872,O
1873,O
1874,O
1875,O
1876,O
1877,O
1878,O
1879,O
1880,O
1881,O
1882,O
1883,O
1884,O
1885,O
1886,O
1887,O
1888,O
1889,O
1890,O
1891,O
1892,O
1893,O
1894,O
1895,O
1896,O
1897,O
1898,O
1899,O
1900,O
1901,O
1902,O
1903,O
1904,O
1905,O
1906,O
1907,O
1908,O
1909,O
1910,O
1911,O
1912,O
1913,O
1914,O
1915,O
1916,O
1917,O
1918,O
1919,O
1920,O
1921,O
1922,O
1923,O
1924,O
1925,O
1926,O
1927,O
1928,O
1929,O
1930,O
1931,O
1932,O
1933,B-LEGISLACAO
1934,I-LEGISLACAO
1935,I-LEGISLACAO
1936,I-LEGISLACAO
1937,I-LEGISLACAO
1938,I-LEGISLACAO
1939,I-LEGISLACAO
1940,I-LEGISLACAO
1941,I-LEGISLACAO
1942,O
1943,O
1944,O
1945,O
1946,O
1947,O
1948,O
1949,O
1950,O
1951,O
1952,O
1953,O
1954,O
1955,O
1956,O
1957,O
1958,O
1959,O
1960,O
1961,O
1962,O
1963,O
1964,O
1965,O
1966,O
1967,O
1968,O
1969,O
1970,O
1971,O
1972,O
1973,O
1974,O
1975,O
1976,O
1977,O
1978,O
1979,O
1980,O
1981,O
1982,O
1983,O
1984,O
1985,O
1986,O
1987,O
1988,O
1989,O
1990,O
1991,O
1992,O
1993,O
1994,O
1995,B-LOCAL
1996,I-LOCAL
1997,I-LOCAL
1998,B-ORGANIZACAO
1999,I-ORGANIZACAO
2000,I-ORGANIZACAO
2001,O
2002,O
2003,O
2004,B-LOCAL
2005,I-LOCAL
2006,I-LOCAL
2007,I-LOCAL
2008,O
2009,O
2010,O
2011,B-LOCAL
2012,I-LOCAL
2013,O
2014,O
2015,O
2016,O
2017,O
2018,O
2019,O
2020,O
2021,B-LOCAL
2022,I-LOCAL
2023,O
2024,O
2025,O
2026,O
2027,O
2028,B-JURISPRUDENCIA
2029,I-JURISPRUDENCIA
2030,I-JURISPRUDENCIA
2031,O
2032,O
2033,O
2034,O
2035,O
2036,O
2037,O
2038,O
2039,O
2040,O
2041,O
2042,O
2043,O
2044,O
2045,O
2046,O
2047,O
2048,O
2049,O
2050,O
2051,O
2052,O
2053,O
2054,O
2055,O
2056,O
2057,O
2058,O
2059,O
2060,O
2061,O
2062,O
2063,O
2064,O
2065,O
2066,O
2067,O
2068,O
2069,O
2070,O
2071,O
2072,O
2073,O
2074,O
2075,O
2076,O
2077,O
2078,O
2079,O
2080,O
2081,O
2082,O
2083,O
2084,O
2085,O
2086,O
2087,O
2088,O
2089,O
2090,O
2091,O
2092,O
2093,O
2094,O
2095,O
2096,O
2097,O
2098,O
2099,O
2100,O
2101,O
2102,O
2103,O
2104,O
2105,O
2106,O
2107,O
2108,O
2109,O
2110,O
2111,O
2112,O
2113,O
2114,O
2115,O
2116,O
2117,O
2118,O
2119,O
2120,O
2121,O
2122,O
2123,O
2124,O
2125,O
2126,O
2127,O
2128,O
2129,O
2130,O
2131,O
2132,O
2133,O
2134,O
2135,O
2136,B-LOCAL
2137,I-LOCAL
2138,I-LOCAL
2139,B-ORGANIZACAO
2140,I-ORGANIZACAO
2141,I-ORGANIZACAO
2142,O
2143,O
2144,O
2145,B-LOCAL
2146,I-LOCAL
2147,I-LOCAL
2148,I-LOCAL
2149,O
2150,O
2151,O
2152,B-LOCAL
2153,I-LOCAL
2154,O
2155,O
2156,O
2157,O
2158,O
2159,O
2160,O
2161,O
2162,B-LOCAL
2163,I-LOCAL
2164,O
2165,O
2166,O
2167,O
2168,O
2169,B-JURISPRUDENCIA
2170,I-JURISPRUDENCIA
2171,I-JURISPRUDENCIA
2172,O
2173,O
2174,O
2175,O
2176,O
2177,O
2178,O
2179,O
2180,O
2181,O
2182,O
2183,O
2184,O
2185,O
2186,O
2187,O
2188,O
2189,O
2190,O
2191,O
2192,O
2193,O
2194,O
2195,O
2196,O
2197,O
2198,O
2199,O
2200,O
2201,O
2202,O
2203,O
2204,O
2205,O
2206,O
2207,O
2208,B-ORGANIZACAO
2209,I-ORGANIZACAO
2210,I-ORGANIZACAO
2211,I-ORGANIZACAO
2212,O
2213,O
2214,O
2215,O
2216,O
2217,O
2218,B-LEGISLACAO
2219,I-LEGISLACAO
2220,O
2221,O
2222,O
2223,O
2224,O
2225,O
2226,O
2227,O
2228,O
2229,B-LEGISLACAO
2230,O
2231,O
2232,O
2233,O
2234,O
2235,O
2236,O
2237,O
2238,O
2239,O
2240,O
2241,O
2242,O
2243,O
2244,O
2245,O
2246,O
2247,O
2248,O
2249,O
2250,O
2251,O
2252,O
2253,B-LEGISLACAO
2254,I-LEGISLACAO
2255,I-LEGISLACAO
2256,I-LEGISLACAO
2257,I-LEGISLACAO
2258,O
2259,O
2260,O
2261,O
2262,O
2263,O
2264,O
2265,O
2266,O
2267,O
2268,O
2269,O
2270,O
2271,O
2272,O
2273,O
2274,O
2275,O
2276,O
2277,O
2278,O
2279,O
2280,O
2281,O
2282,O
2283,O
2284,O
2285,O
2286,O
2287,O
2288,O
2289,O
2290,O
2291,B-JURISPRUDENCIA
2292,O
2293,O
2294,O
2295,O
2296,O
2297,B-PESSOA
2298,I-PESSOA
2299,O
2300,O
2301,B-TEMPO
2302,O
2303,B-JURISPRUDENCIA
2304,I-JURISPRUDENCIA
2305,O
2306,O
2307,O
2308,O
2309,O
2310,B-PESSOA
2311,I-PESSOA
2312,I-PESSOA
2313,O
2314,O
2315,B-TEMPO
2316,O
2317,O
2318,B-JURISPRUDENCIA
2319,I-JURISPRUDENCIA
2320,I-JURISPRUDENCIA
2321,I-JURISPRUDENCIA
2322,O
2323,O
2324,O
2325,O
2326,B-PESSOA
2327,I-PESSOA
2328,I-PESSOA
2329,I-PESSOA
2330,O
2331,B-ORGANIZACAO
2332,I-ORGANIZACAO
2333,O
2334,O
2335,O
2336,B-TEMPO
2337,O
2338,O
2339,B-TEMPO
2340,O
2341,O
2342,O
2343,O
2344,O
2345,O
2346,O
2347,O
2348,O
2349,O
2350,O
2351,O
2352,O
2353,O
2354,O
2355,O
2356,O
2357,O
2358,O
2359,O
2360,O
2361,O
2362,O
2363,O
2364,O
2365,O
2366,O
2367,O
2368,O
2369,O
2370,O
2371,O
2372,O
2373,O
2374,O
2375,O
2376,O
2377,O
2378,O
2379,O
2380,O
2381,O
2382,O
2383,O
2384,O
2385,O
2386,O
2387,O
2388,O
2389,O
2390,O
2391,O
2392,O
2393,O
2394,O
2395,O
2396,O
2397,O
2398,B-ORGANIZACAO
2399,O
2400,O
2401,O
2402,O
2403,O
2404,O
2405,O
2406,O
2407,O
2408,O
2409,O
2410,O
2411,O
2412,O
2413,O
2414,O
2415,O
2416,O
2417,O
2418,O
2419,O
2420,O
2421,O
2422,O
2423,O
2424,O
2425,O
2426,O
2427,O
2428,O
2429,O
2430,O
2431,O
2432,O
2433,O
2434,O
